text,count,mean_combined_score,std_combined_score,max_combined_score,mean_comp_deviation,mean_norm_shift,n_tokens,is_ner,category,compositionality,confidence
Delta1 Tauri}},1,0.672478661008675,0.0,0.672478661008675,0.46533203125,0.7814163790841875,2,True,named_entity,0.0,0.9
"69, it lost territory",1,0.6716558540836252,0.0,0.6716558540836252,0.30419921875,0.9265151234903128,4,True,fragment,0.2,0.7
ufacturing companies based in,1,0.6702233438904519,0.0,0.6702233438904519,0.36572265625,0.8916228128511299,4,True,fragment,0.1,0.8
"Life
Friedjung",1,0.6690590019735657,0.0,0.6690590019735657,0.43359375,0.8728428174339141,2,True,fragment,0.1,0.7
Asian elephant,1,0.6678433265617263,0.0,0.6678433265617263,0.2275390625,1.1007606601543154,2,True,technical_term,0.9,0.95
Breeding restarted,1,0.6662431463271475,0.0,0.6662431463271475,0.21875,1.1371654830053688,2,True,compositional_phrase,1.0,0.95
1874,1,0.6652664926082602,0.0,0.6652664926082602,0.29443359375,0.9456369346456504,1,True,named_entity,0.0,0.95
The final was contested,1,0.6630427969486962,0.0,0.6630427969486962,0.3427734375,1.0297993751842405,4,True,compositional_phrase,1.0,0.95
true love he bluffes,1,0.6612437512155873,0.0,0.6612437512155873,0.18408203125,1.1294277374139683,4,True,fragment,0.0,0.95
time and earned the conference,1,0.659598620442035,0.0,0.659598620442035,0.20751953125,1.0819799495425872,5,True,fragment,0.0,0.95
's sets were designed by,1,0.657845664378866,0.0,0.657845664378866,0.43359375,0.832236231259665,5,False,fragment,0.0,0.98
Richard David Arnold Gridley,1,0.6564438292839266,0.0,0.6564438292839266,0.31103515625,0.9577599638348164,4,True,named_entity,1.0,0.99
aplopappus,1,0.6545888591062409,0.0,0.6545888591062409,0.70361328125,0.6500219524531021,1,True,named_entity,1.0,0.98
Shindzwani,1,0.6524928488485898,0.0,0.6524928488485898,0.474609375,0.8358219658714746,1,True,named_entity,1.0,0.98
Geologic formations,1,0.6506159463520589,0.0,0.6506159463520589,0.4609375,0.785353342442647,2,True,technical_term,0.7,0.95
ten-foot,1,0.6490832066277389,0.0,0.6490832066277389,0.330078125,1.068997079069347,1,True,compound_word,0.7,0.95
The rural district has,1,0.6472222927999387,0.0,0.6472222927999387,0.47412109375,0.8484024116873466,4,True,fragment,0.0,0.98
Lydie,1,0.6449663701992736,0.0,0.6449663701992736,0.37744140625,0.8485609450294338,1,True,named_entity,1.0,0.99
.One is a 2,1,0.6435813950921585,0.0,0.6435813950921585,0.509033203125,0.703069698667896,4,True,fragment,0.0,0.98
Gastropods,1,0.6423671858517132,0.0,0.6423671858517132,0.47265625,0.8415136677542827,1,False,technical_term,1.0,0.95
attachment order has been granted,1,0.6407365081855778,0.0,0.6407365081855778,0.26123046875,1.0648539657764444,5,True,technical_term,0.7,0.92
illustrations,1,0.6380344350959006,0.0,0.6380344350959006,0.1884765625,1.2501153846147517,1,True,technical_term,1.0,0.95
or sex slaves,1,0.6358413920774195,0.0,0.6358413920774195,0.2109375,1.0767860973810488,3,True,technical_term,0.3,0.9
Baseball Tournament,2,0.6343955271001969,0.207083296934092,0.841478824034289,0.32568359375,0.8899133782973673,2,True,technical_term,0.7,0.95
put to sea,1,0.6335684062346256,0.0,0.6335684062346256,0.2119140625,1.085507929649064,3,False,idiom,0.3,0.95
Castrum,1,0.6322466796834227,0.0,0.6322466796834227,0.42138671875,0.9146010742085566,1,True,named_entity,1.0,0.98
create a radial trailing axle,1,0.6306594440129363,0.0,0.6306594440129363,0.125,1.2502325944073405,5,True,compositional_phrase,1.0,0.9
Ankita Amar in,1,0.6287543411916502,0.0,0.6287543411916502,0.574462890625,0.6224229623541254,3,True,fragment,0.0,0.98
1916,1,0.6269369242496532,0.0,0.6269369242496532,0.30517578125,0.9577231699991328,1,True,named_entity,1.0,0.99
"Europe
Devonian",1,0.625514379904314,0.0,0.625514379904314,0.22412109375,1.0836834106982849,2,True,fragment,0.0,0.98
paintings and sculptures by,1,0.6232349884767059,0.0,0.6232349884767059,0.34326171875,0.9231997758792644,4,False,fragment,0.0,0.98
video game,1,0.6220547953774751,0.0,0.6220547953774751,0.0869140625,1.2577737071936876,2,False,compound_word,0.7,0.97
Roman Catholic Diocese,1,0.6205018963883105,0.0,0.6205018963883105,0.28173828125,0.8957371628457762,3,True,technical_term,0.7,0.95
coloured,2,0.6192342625865306,0.0317352445169912,0.6509695071035217,0.20849609375,1.064748254122576,1,False,fragment,1.0,0.95
2010s,1,0.6176533764731796,0.0,0.6176533764731796,0.2060546875,0.9188893005579488,1,True,compound_word,0.7,0.9
945 Nazi Germany.,1,0.6165219482263623,0.0,0.6165219482263623,0.35888671875,0.8485558471284057,3,True,fragment,0.9,0.8
and Pan American Games,1,0.615284129438283,0.0,0.615284129438283,0.23828125,1.0382103235957074,4,True,fragment,0.9,0.95
Gravina,1,0.6136778659975122,0.0,0.6136778659975122,0.49365234375,0.7235257196812804,1,True,named_entity,0.0,0.98
played junior ice hockey with the,1,0.6122755999835285,0.0,0.6122755999835285,0.359375,0.8379399765213215,6,True,fragment,0.9,0.95
album by American R&B,1,0.6104569986153119,0.0,0.6104569986153119,0.2255859375,0.9524120277882796,4,True,fragment,0.9,0.95
Vocal,1,0.6086405630408586,0.0,0.6086405630408586,0.18212890625,1.0653025794771462,1,True,fragment,1.0,0.95
completed four lengths,1,0.6071284508594995,0.0,0.6071284508594995,0.31689453125,0.8973377287112488,3,True,compositional_phrase,1.0,0.95
"players
PFC",1,0.605782950041951,0.0,0.605782950041951,0.4580078125,0.6060101094798775,2,True,fragment,1.0,0.95
Inspection,1,0.6045606105662551,0.0,0.6045606105662551,0.306640625,0.8468507451656376,1,True,fragment,1.0,0.95
mines.  After evacuation,1,0.6019490540901464,0.0,0.6019490540901464,0.1884765625,0.912099197725366,3,True,fragment,0.9,0.95
pre-release,1,0.6008502117806718,0.0,0.6008502117806718,0.4453125,0.8094985763266793,1,True,compound_word,0.7,0.9
the left in a large hall,1,0.5989274482434634,0.0,0.5989274482434634,0.2216796875,0.9594768237336584,6,True,compositional_phrase,1.0,0.95
", in the district of",2,0.5976360425112621,0.0301025790843773,0.6277386215956395,0.143798828125,1.0888166687781555,5,True,fixed_expression,0.8,0.9
Reception,1,0.5962845816841545,0.0,0.5962845816841545,0.30029296875,0.8422739542103864,1,False,fragment,1.0,0.95
Sudanese,1,0.5943341440629877,0.0,0.5943341440629877,0.22216796875,0.9298050867199692,1,True,named_entity,0.0,0.95
"amsar County,",1,0.592729208325284,0.0,0.592729208325284,0.3134765625,0.8154411848757099,2,True,fragment,0.9,0.95
Pan American Games champion,1,0.5905710273421324,0.0,0.5905710273421324,0.31103515625,0.813219560542831,4,True,fixed_expression,0.8,0.9
National Register,1,0.588326616944987,0.0,0.588326616944987,0.29931640625,0.8271397845499674,2,True,compound_word,0.7,0.9
98 he moved to Shanghai,1,0.586675586277113,0.0,0.586675586277113,0.30078125,0.7220905770209075,5,True,compositional_phrase,1.0,0.95
and author,1,0.5855431936379318,0.0,0.5855431936379318,0.171875,1.0742095465948294,2,True,fixed_expression,0.8,0.9
"clubs, does nor field",1,0.5844078688590639,0.0,0.5844078688590639,0.35546875,0.8012296330851597,4,True,fragment,0.9,0.95
to play football for Indiana University,1,0.5819387570013234,0.0,0.5819387570013234,0.294921875,0.8326545096908083,6,True,compositional_phrase,1.0,0.95
999.,1,0.5801758362630633,0.0,0.5801758362630633,0.26953125,0.8258058015951582,1,True,fragment,1.0,0.95
.  In the catalog,1,0.5781731417135042,0.0,0.5781731417135042,0.34814453125,0.7073347097525104,4,False,fragment,0.0,0.95
in the South.,1,0.5756308523001568,0.0,0.5756308523001568,0.2333984375,0.9536034979378918,3,True,named_entity,1.0,0.9
drum machines.,1,0.5734948361567402,0.0,0.5734948361567402,0.40087890625,0.5720427544543505,2,False,technical_term,0.7,0.85
Anthony Gildès as,1,0.57175053674581,0.0,0.57175053674581,0.33837890625,0.707269408270775,3,True,fragment,0.0,0.95
ian:,1,0.5708896030274202,0.0,0.5708896030274202,0.1259765625,1.0228050622560505,1,False,fragment,0.0,0.98
in the Footsteps,1,0.5693691129654033,0.0,0.5693691129654033,0.2197265625,0.9298925089760082,3,True,fixed_expression,0.3,0.8
"ebruary 27,",1,0.5681303014616778,0.0,0.5681303014616778,0.279296875,0.7703013395916942,2,True,fragment,0.0,0.98
1.  Forum participants represent,1,0.5664743832180275,0.0,0.5664743832180275,0.40966796875,0.6630121299200686,4,True,compositional_phrase,1.0,0.85
attributes of,1,0.5646132211716492,0.0,0.5646132211716492,0.130859375,1.014560396679123,2,True,compositional_phrase,1.0,0.9
Zhang Ke (;,1,0.5633215335288991,0.0,0.5633215335288991,0.49560546875,0.5172515877284977,3,True,fragment,0.0,0.98
Tamil,1,0.5611182270094648,0.0,0.5611182270094648,0.21240234375,0.9390504503361616,1,True,named_entity,1.0,0.95
", created by",1,0.5581388849289443,0.0,0.5581388849289443,0.1484375,0.9165874466973604,3,True,fragment,0.0,0.98
on the extreme left,1,0.5555371534544312,0.0,0.5555371534544312,0.2431640625,0.8651612430110779,4,True,compositional_phrase,1.0,0.9
coastal cargo boat,1,0.5540291899180053,0.0,0.5540291899180053,0.193359375,0.9214499279200132,3,False,compound_word,0.7,0.85
941 and was offered,1,0.5525955879894323,0.0,0.5525955879894323,0.3466796875,0.6424142629423307,4,True,fragment,0.0,0.98
", Iowa",1,0.5512977179581172,0.0,0.5512977179581172,0.18701171875,0.8607882402077929,2,True,named_entity,1.0,0.95
"persons, freedom,",1,0.5493772664360684,0.0,0.5493772664360684,0.1748046875,0.975493947340171,2,True,fragment,0.0,0.98
combined capacity of . Commissioned,1,0.5482093845181447,0.0,0.5482093845181447,0.208984375,0.8497715081703615,5,True,fragment,0.0,0.98
an American businessman and politician,1,0.5457905458916393,0.0,0.5457905458916393,0.38916015625,0.6257068334790982,5,True,compositional_phrase,1.0,0.9
39 at the beginning of,1,0.5443114268740945,0.0,0.5443114268740945,0.23876953125,0.7932736843727363,5,True,fragment,0.0,0.98
volume form of,1,0.5425665463395121,0.0,0.5425665463395121,0.2177734375,0.83480992053628,3,True,technical_term,0.7,0.8
"ing, the Ministry",1,0.540925680572597,0.0,0.540925680572597,0.4228515625,0.5163156662752424,3,False,fragment,0.0,0.98
Giovanni,1,0.5388721497954843,0.0,0.5388721497954843,0.37646484375,0.6605348666762103,1,True,named_entity,1.0,0.95
by SUBJECT,1,0.5363641746639305,0.0,0.5363641746639305,0.103515625,1.0267014522848263,2,False,fragment,0.0,0.98
Yarımca,1,0.5344733478348668,0.0,0.5344733478348668,0.514892578125,0.4951189164621668,1,False,named_entity,1.0,0.95
's visual effects,1,0.5327485817210916,0.0,0.5327485817210916,0.24609375,0.688927118365229,3,True,fragment,0.8,0.7
to parliament in the first round,1,0.5295263128644752,0.0,0.5295263128644752,0.19970703125,0.7810911727861878,6,True,compositional_phrase,1.0,0.9
"is a nut, fused",1,0.5271275228786712,0.0,0.5271275228786712,0.3701171875,0.6804897056341779,4,True,fragment,0.6,0.6
beauty and value of plant material,1,0.5256468436028883,0.0,0.5256468436028883,0.24755859375,0.7838436715072206,6,True,compositional_phrase,1.0,0.9
as a result of,1,0.5237580507939315,0.0,0.5237580507939315,0.12353515625,0.9600298926098286,4,True,fixed_expression,0.7,0.95
Salvatore Coppola/,1,0.5219126694735393,0.0,0.5219126694735393,0.45166015625,0.4686000330588482,2,True,named_entity,0.0,0.95
.edu,1,0.5183459183961538,0.0,0.5183459183961538,0.267578125,0.6391875498966345,1,False,technical_term,0.3,0.9
76/77,1,0.5160406289994319,0.0,0.5160406289994319,0.24462890625,0.6550918068735797,1,True,fragment,0.5,0.7
Music Entertainment Japan,1,0.5141668479188668,0.0,0.5141668479188668,0.11669921875,0.978776494797167,3,True,named_entity,0.0,0.95
1957.,1,0.5114396657418956,0.0,0.5114396657418956,0.3134765625,0.6203960393547387,1,True,fragment,1.0,0.7
2008 to,1,0.5091811238714015,0.0,0.5091811238714015,0.30419921875,0.6066930440535035,2,True,fragment,0.8,0.7
Eriodictyon,2,0.5078838959825012,0.1560746608854754,0.6639585568679767,0.618896484375,0.3081313708156279,1,True,named_entity,0.0,0.95
Charan as,1,0.5056098099416502,0.0,0.5056098099416502,0.27099609375,0.6224229623541254,2,True,fragment,0.6,0.6
2 CDs,1,0.5035624755490495,0.0,0.5035624755490495,0.19677734375,0.7778270873101237,2,True,compositional_phrase,1.0,0.95
Cass-Clay,1,0.502291380022889,0.0,0.502291380022889,0.48388671875,0.3549716141197225,1,True,named_entity,0.0,0.9
1878,1,0.5003487107279362,0.0,0.5003487107279362,0.3134765625,0.5904713861948404,1,True,fragment,1.0,0.7
0 lists the names of,1,0.4987709918079464,0.0,0.4987709918079464,0.134765625,0.7912390029573658,5,True,fragment,0.7,0.6
Vol. 2.,1,0.497547511522325,0.0,0.497547511522325,0.18798828125,0.7408170209933126,2,True,fragment,0.8,0.7
"and Germany,",1,0.4949228675640676,0.0,0.4949228675640676,0.2431640625,0.7410913485976691,2,True,fragment,0.8,0.7
", all of them",1,0.4932176654831243,0.0,0.4932176654831243,0.0986328125,0.9115109605828108,4,True,fragment,0.7,0.7
", and the Council of Pres",1,0.4917515069872562,0.0,0.4917515069872562,0.675048828125,0.1809168534056405,6,True,fragment,0.6,0.6
would be included in two collective,1,0.4890015049109344,0.0,0.4890015049109344,0.23193359375,0.633880715402336,6,True,fragment,0.7,0.7
eventual,1,0.4870044213777421,0.0,0.4870044213777421,0.0966796875,0.8952454284443553,1,False,fragment,1.0,0.7
8 developed demonstration gardens,1,0.4857411863204472,0.0,0.4857411863204472,0.33203125,0.6041234736136181,4,True,compositional_phrase,1.0,0.9
achieved a,1,0.4829403778656106,0.0,0.4829403778656106,0.05224609375,1.1072532884140265,2,False,fragment,0.8,0.7
Scholar,1,0.4810073598694988,0.0,0.4810073598694988,0.2158203125,0.7471961340487469,1,True,fragment,1.0,0.9
Hills of Lincolnshire,1,0.4778137676665078,0.0,0.4778137676665078,0.1953125,0.6352082472912696,3,True,named_entity,0.9,0.95
", and the",1,0.4763314782687969,0.0,0.4763314782687969,0.16064453125,0.9027427581719922,3,False,fragment,1.0,1.0
", the third largest",1,0.4744032593821402,0.0,0.4744032593821402,0.14892578125,0.7724339297053506,4,True,fragment,1.0,1.0
<s> Grzegorz,1,0.4710609684018753,0.0,0.4710609684018753,0.294921875,0.441812577254688,2,False,fragment,1.0,0.95
its first,1,0.4688969911258687,0.0,0.4688969911258687,0.119140625,0.8653577121896716,2,True,fragment,1.0,1.0
human trafficking,1,0.4648159161963751,0.0,0.4648159161963751,0.259765625,0.5968542436159378,2,True,technical_term,0.3,1.0
once the,1,0.461673097677187,0.0,0.461673097677187,0.09228515625,0.9122393848179676,2,False,fragment,1.0,1.0
Districts,1,0.4596443796346826,0.0,0.4596443796346826,0.2119140625,0.6282369256492064,1,False,fragment,1.0,1.0
the United Left,1,0.4569300772495852,0.0,0.4569300772495852,0.19287109375,0.7438876931239631,3,True,named_entity,0.8,0.95
debut was as a second-,1,0.4550511098889642,0.0,0.4550511098889642,0.625732421875,0.1236507239411605,5,True,fragment,1.0,1.0
Airst,1,0.4514865989217334,0.0,0.4514865989217334,0.22607421875,0.6351862238668333,1,True,named_entity,0.0,0.8
album contains,1,0.449154163317619,0.0,0.449154163317619,0.15185546875,0.7334811114190475,2,False,compositional_phrase,1.0,0.95
Nasrullah,1,0.4473342872703815,0.0,0.4473342872703815,0.46435546875,0.3569831791134538,1,True,named_entity,0.0,1.0
Town called,1,0.4456760273258986,0.0,0.4456760273258986,0.1875,0.6077203417522464,2,True,fragment,1.0,1.0
unnamed,1,0.4430704936996107,0.0,0.4430704936996107,0.2861328125,0.5387065076865267,1,True,compound_word,0.7,0.9
<s> Thornbury,1,0.4414828846027188,0.0,0.4414828846027188,0.3564453125,0.3136071138505469,2,False,named_entity,0.0,0.95
10th,1,0.4399745478924006,0.0,0.4399745478924006,0.24609375,0.5858982837935016,1,True,compound_word,0.7,0.9
in the Republic of Ireland,1,0.4377964576602908,0.0,0.4377964576602908,0.26416015625,0.5675136050882271,5,True,fixed_expression,0.9,1.0
Railway lines,1,0.4357857006286362,0.0,0.4357857006286362,0.2802734375,0.4747181578215905,2,True,compositional_phrase,1.0,0.95
of the criminal code,1,0.432500919407157,0.0,0.432500919407157,0.27001953125,0.5751487828928925,4,True,technical_term,0.5,0.9
ranking round with all teams,1,0.4306743019124761,0.0,0.4306743019124761,0.23486328125,0.5193127079061904,5,True,compositional_phrase,1.0,0.9
Line of,1,0.4289156347433579,0.0,0.4289156347433579,0.12646484375,0.7644277587333946,2,True,fragment,1.0,1.0
", yet it is likely",1,0.4266099688357659,0.0,0.4266099688357659,0.138671875,0.6622280470894149,5,True,fixed_expression,0.8,0.95
that typically grows,1,0.424539250651016,0.0,0.424539250651016,0.17236328125,0.75055711100254,3,True,compositional_phrase,1.0,0.95
long since returned to,1,0.4219745630552813,0.0,0.4219745630552813,0.23974609375,0.4704637513882032,4,False,fixed_expression,0.7,0.8
0-6-,1,0.4194319334131285,0.0,0.4194319334131285,0.2236328125,0.5942341304078212,1,True,fragment,1.0,0.95
the Party of,1,0.4177170081501727,0.0,0.4177170081501727,0.18603515625,0.641704629750432,3,True,fragment,1.0,0.95
the Swiss team,1,0.4154639480754089,0.0,0.4154639480754089,0.19775390625,0.5653932686260222,3,True,compositional_phrase,1.0,0.95
", central government",1,0.413187555653994,0.0,0.413187555653994,0.09130859375,0.738291154759985,3,True,fragment,1.0,0.95
Following the closure of the college,1,0.4116591544171854,0.0,0.4116591544171854,0.14013671875,0.6110570657304635,6,True,fixed_expression,0.7,0.85
10 January,1,0.4096913755081242,0.0,0.4096913755081242,0.3212890625,0.4605077356453104,2,True,named_entity,1.0,0.9
- The EXO',1,0.4076952791657576,0.0,0.4076952791657576,0.2890625,0.4855467916643939,3,True,fragment,1.0,0.95
grown larger than,1,0.4051553384671612,0.0,0.4051553384671612,0.29736328125,0.4303688149179029,3,True,compositional_phrase,1.0,0.95
"athletics,",1,0.4014125758156572,0.0,0.4014125758156572,0.208984375,0.526236517664143,1,True,fragment,1.0,0.95
region of western,1,0.3985677722064891,0.0,0.3985677722064891,0.123046875,0.6399741180162226,3,True,fragment,1.0,0.95
"History

M –",1,0.396912598436238,0.0,0.396912598436238,0.54052734375,0.1182580585905952,3,False,fragment,1.0,0.95
""", ""Nan",1,0.3941121018613644,0.0,0.3941121018613644,0.2529296875,0.328786114028411,2,False,fragment,1.0,1.0
in the Hunter Region,1,0.3917510240969103,0.0,0.3917510240969103,0.173828125,0.5787427946172758,4,True,named_entity,1.0,0.9
He played,1,0.3897865367608863,0.0,0.3897865367608863,0.18017578125,0.5857944669022158,2,True,compositional_phrase,1.0,0.95
", Poland,",1,0.3885573581292985,0.0,0.3885573581292985,0.08154296875,0.6642644890732461,2,True,fragment,1.0,0.95
"the season,",1,0.3852942614332132,0.0,0.3852942614332132,0.10107421875,0.6485383879580331,2,True,fragment,1.0,0.95
manga,1,0.3819635610385199,0.0,0.3819635610385199,0.20703125,0.5840592932212998,1,True,technical_term,0.8,0.9
league matches,1,0.379557960075122,0.0,0.379557960075122,0.11962890625,0.612469118937805,2,True,compositional_phrase,1.0,0.95
B2 events.,1,0.3769602497411535,0.0,0.3769602497411535,0.2451171875,0.2995783587278836,2,True,technical_term,0.7,0.85
"160),",1,0.3751250515629269,0.0,0.3751250515629269,0.3447265625,0.2133253242198173,1,True,fragment,1.0,0.95
of the All-,1,0.373240911130867,0.0,0.373240911130867,0.34521484375,0.2807585278271675,3,True,fragment,1.0,0.95
Code 2 is a,1,0.3719282523053861,0.0,0.3719282523053861,0.322265625,0.2347522713884652,4,True,fragment,1.0,0.95
adey,1,0.3687284443695994,0.0,0.3687284443695994,0.1611328125,0.4730906421739985,1,False,fragment,1.0,1.0
live albums,1,0.3670026587933523,0.0,0.3670026587933523,0.236328125,0.4250750063583809,2,False,compound_word,0.7,0.9
"5, and the remaining three",1,0.3645831921320027,0.0,0.3645831921320027,0.16162109375,0.4612626678300068,5,True,fragment,0.0,0.95
The village has a population of,1,0.3617224010210215,0.0,0.3617224010210215,0.2744140625,0.3427825650525536,6,True,fragment,0.0,0.95
'Root,1,0.3592672413359996,0.0,0.3592672413359996,0.27734375,0.419164197089999,1,False,fragment,0.0,0.98
Law at the University of,1,0.3573408181877313,0.0,0.3573408181877313,0.3359375,0.1842456001568283,5,True,fragment,0.0,0.98
and Civil Law were taught,1,0.3552536672567749,0.0,0.3552536672567749,0.248046875,0.3083001837669371,5,True,compositional_phrase,1.0,0.85
Combat weight,1,0.3535238797177681,0.0,0.3535238797177681,0.28662109375,0.2469688789819201,2,False,technical_term,0.7,0.9
types of,1,0.350528045442232,0.0,0.350528045442232,0.11767578125,0.5264665979805799,2,True,fragment,0.0,0.98
Other people named,1,0.3475915221562801,0.0,0.3475915221562801,0.37841796875,0.0876677702344502,3,True,fixed_expression,0.7,0.85
", in southern",1,0.3450748827526377,0.0,0.3450748827526377,0.16943359375,0.5079508787565943,3,True,fragment,0.0,0.98
", Wisconsin.",1,0.343448884827816,0.0,0.343448884827816,0.16943359375,0.3935343214445399,2,True,named_entity,0.0,0.99
"ation
Written and illustrated",1,0.3400034638105151,0.0,0.3400034638105151,0.21875,0.2829920579637879,4,True,fragment,0.0,0.99
"ah Khan, or",1,0.3381789980352958,0.0,0.3381789980352958,0.212890625,0.2921027685257394,3,False,fragment,0.0,0.98
district of,1,0.3346141112752659,0.0,0.3346141112752659,0.11474609375,0.5032833250631649,2,True,compositional_phrase,1.0,0.9
then-,1,0.3311423762643745,0.0,0.3311423762643745,0.12646484375,0.6471918781609363,1,False,fragment,0.0,0.99
"War service
She",1,0.3294203998750851,0.0,0.3294203998750851,0.555419921875,-0.1012536878122872,3,True,fragment,0.0,0.98
promoted to,1,0.3273952365992384,0.0,0.3273952365992384,0.06396484375,0.5606755914980961,2,True,compositional_phrase,1.0,0.9
Castro,1,0.3238485065483015,0.0,0.3238485065483015,0.2431640625,0.3188986101207537,1,True,named_entity,0.0,0.99
-like,2,0.3214654377689198,0.0996841113628192,0.421149549131739,0.245361328125,0.3494399616097993,1,False,fragment,0.0,0.99
1847);,1,0.3171983641454948,0.0,0.3171983641454948,0.29833984375,0.1654324338012371,1,True,fragment,0.0,0.99
Blues (1,1,0.313297509628407,0.0,0.313297509628407,0.337890625,0.1131998287585174,2,True,fragment,0.0,0.98
has a junior school,1,0.3107548280246879,0.0,0.3107548280246879,0.19091796875,0.3406077731867197,4,True,compositional_phrase,1.0,0.9
1849);,1,0.306893523239534,0.0,0.306893523239534,0.337890625,0.1303929877863351,1,True,fragment,0.0,0.99
992.,1,0.3043348098665279,0.0,0.3043348098665279,0.23291015625,0.2021212043538197,1,True,fragment,0.0,0.99
the all-,1,0.3007945923859909,0.0,0.3007945923859909,0.24365234375,0.3325528872149773,2,True,fragment,0.0,0.99
had no funds,1,0.29781981566822,0.0,0.29781981566822,0.19189453125,0.30021360167055,3,True,compositional_phrase,1.0,0.9
were intended to be used in,1,0.2959075138850622,0.0,0.2959075138850622,0.34716796875,0.1007306987751555,6,True,compositional_phrase,1.0,0.95
to the nation,1,0.2928525881352298,0.0,0.2928525881352298,0.31884765625,0.1526636969005745,3,False,compositional_phrase,1.0,0.95
"extract, reduces",1,0.2900014102914859,0.0,0.2900014102914859,0.294921875,0.0871861429162146,2,True,fragment,1.0,0.98
", beginning",1,0.2880846663256231,0.0,0.2880846663256231,0.107421875,0.3570524861265579,2,False,fragment,1.0,0.98
Works,1,0.2857467150786451,0.0,0.2857467150786451,0.13232421875,0.3320425689466127,1,True,named_entity,0.9,0.7
by D.,1,0.2827930290936875,0.0,0.2827930290936875,0.21923828125,0.2523927289842186,2,False,fragment,1.0,0.98
", Diane",1,0.2782423858712489,0.0,0.2782423858712489,0.33837890625,0.0408208084281223,2,False,named_entity,0.9,0.7
rural community,1,0.275611803366105,0.0,0.275611803366105,0.1572265625,0.3027990396652624,2,True,compositional_phrase,1.0,0.95
Spin,1,0.2711937642205411,0.0,0.2711937642205411,0.134765625,0.3540098011763527,1,False,named_entity,0.9,0.7
art museum in,1,0.268948046582587,0.0,0.268948046582587,0.2421875,0.1096259758314674,3,True,fragment,1.0,0.98
"by the time they did,",1,0.2656803285206518,0.0,0.2656803285206518,0.19384765625,0.1956949619266295,5,True,fixed_expression,0.7,0.9
into the,1,0.2615537708633039,0.0,0.2615537708633039,0.05615234375,0.4798121615332598,2,False,fragment,1.0,0.98
Lil Louis releasing,1,0.2597451614937338,0.0,0.2597451614937338,0.2275390625,0.0161841927968346,3,True,fragment,1.0,0.98
election.,1,0.2559290571969483,0.0,0.2559290571969483,0.17626953125,0.196463267992371,1,True,named_entity,0.9,0.7
in France and,1,0.2509104253899056,0.0,0.2509104253899056,0.1884765625,0.1963678603497639,3,True,fragment,1.0,0.98
Quebec International,1,0.24875175482653,0.0,0.24875175482653,0.13671875,0.2683637620663251,2,True,named_entity,0.9,0.8
Hunter River under,1,0.2457451664673007,0.0,0.2457451664673007,0.31787109375,-0.0849168689879983,3,True,fragment,1.0,0.98
the study Si,1,0.2428698613902073,0.0,0.2428698613902073,0.45263671875,-0.2379791551182317,3,False,fragment,1.0,0.98
E.71),1,0.2387826831672815,0.0,0.2387826831672815,0.32080078125,-0.0022864561442963,1,True,fragment,1.0,0.98
was built on,1,0.2346377887347339,0.0,0.2346377887347339,0.25634765625,0.0553444718368347,3,False,compositional_phrase,1.0,0.95
five-pet,1,0.231531761480513,0.0,0.231531761480513,0.34375,0.0046106537012824,1,True,fragment,1.0,0.98
i (born,1,0.2294254719665767,0.0,0.2294254719665767,0.27001953125,0.0037394611664418,2,False,fragment,1.0,0.98
between 19,1,0.2248604070379974,0.0,0.2248604070379974,0.38525390625,-0.1343821855300063,2,True,fragment,1.0,0.98
the site.,1,0.2210321234617049,0.0,0.2210321234617049,0.2265625,0.0397629258417623,2,False,named_entity,0.9,0.7
"), prominent",1,0.2185703742439379,0.0,0.2185703742439379,0.05615234375,0.3791896074848447,2,False,fragment,1.0,0.98
the poem,1,0.2153446943037533,0.0,0.2153446943037533,0.11962890625,0.2402660326343831,2,False,compositional_phrase,1.0,1.0
""" song",1,0.2101675247557408,0.0,0.2101675247557408,0.07177734375,0.3330359993893521,2,False,fragment,0.0,1.0
a total of,2,0.2071142275915631,0.0068960870179783,0.2140103146095414,0.1416015625,0.1609740455414078,3,True,fixed_expression,0.7,0.95
product.,1,0.2037903633362445,0.0,0.2037903633362445,0.18115234375,0.0605012989656114,1,False,fragment,0.0,1.0
1906,1,0.1998365917380775,0.0,0.1998365917380775,0.296875,-0.1083186769048063,1,True,named_entity,1.0,0.95
French male,1,0.1962615339206584,0.0,0.1962615339206584,0.181640625,0.0298384051141461,2,True,compositional_phrase,1.0,1.0
", California",1,0.1939385729615905,0.0,0.1939385729615905,0.12255859375,0.1186354949039762,2,True,named_entity,1.0,0.9
rankings,1,0.1917165475698513,0.0,0.1917165475698513,0.091796875,0.2095159782996282,1,True,technical_term,0.7,0.85
a job,1,0.1896863632629126,0.0,0.1896863632629126,0.142578125,0.1111787987822814,2,False,compositional_phrase,1.0,1.0
stat,1,0.1855842445897605,0.0,0.1855842445897605,0.2275390625,-0.0179729822755985,1,True,technical_term,0.7,0.8
(the,1,0.1800220395605248,0.0,0.1800220395605248,0.21630859375,0.0367250207763121,1,False,fragment,0.0,1.0
are listed in,1,0.1732516603367193,0.0,0.1732516603367193,0.24462890625,-0.0728522944707017,3,True,fixed_expression,0.7,0.9
Club like most,1,0.1676545935153795,0.0,0.1676545935153795,0.1337890625,0.0001911712884488,3,False,fragment,0.0,1.0
