text,count,mean_combined_score,std_combined_score,max_combined_score,mean_comp_deviation,mean_norm_shift,n_tokens,is_ner
Slovenia,2,0.8800372171247219,0.054672483058013,0.934709700182735,0.34326171875,1.5190017342180548,1,True
He expanded his business to,1,0.8799346651436519,0.0,0.8799346651436519,0.533447265625,1.2755202566091297,5,True
Limerick,1,0.8798367746212844,0.0,0.8798367746212844,0.34765625,1.5465157646782108,1,True
"15,50",1,0.8798075388223592,0.0,0.8798075388223592,0.27685546875,1.598322557993398,1,True
erect shrub,2,0.8797375491193399,0.0813899747916623,0.9611275239110022,0.287841796875,1.59692688061085,2,False
21st-,1,0.8795884691914204,0.0,0.8795884691914204,0.3544921875,1.444271465947301,1,True
Laverne,3,0.8795576979403448,0.0477883925701682,0.9442587698443974,0.3136393229166667,1.5744232162050282,1,True
Ra.One,2,0.8792887186636661,0.2817073170385066,1.1609960357021727,0.34619140625,1.4853311716591653,1,True
Devonian period.,1,0.879089964377463,0.0,0.879089964377463,0.39404296875,1.3829666101624074,2,True
Asteraceae genera,1,0.8790733586139057,0.0,0.8790733586139057,0.28369140625,1.6147976543472642,2,True
", Wisconsin, United States.",1,0.8790289363732389,0.0,0.8790289363732389,0.27783203125,1.4874282979643467,4,True
100 m Backstroke,1,0.8786523473238086,0.0,0.8786523473238086,0.28662109375,1.6700195401845213,3,True
After Haydar,1,0.8786489913995184,0.0,0.8786489913995184,0.29736328125,1.5953041191237955,2,True
"90, the daughter of",1,0.8786279798372326,0.0,0.8786279798372326,0.27001953125,1.5981812777180815,4,True
"ice hockey arena, located in",1,0.8785307450204907,0.0,0.8785307450204907,0.34765625,1.4599987375512264,5,True
Overseas Allowances,1,0.8779684504506066,0.0,0.8779684504506066,0.2802734375,1.6092277667515162,2,True
"As a youth, Danault",1,0.877740749887613,0.0,0.877740749887613,0.37451171875,1.4735266794065325,4,True
", spoken in northern Mozamb",1,0.8777187160942017,0.0,0.8777187160942017,0.584228515625,1.2237157355480044,5,True
Hallowell,2,0.8776817443219417,0.0386514948287365,0.9163332391506782,0.3994140625,1.529531509242354,1,True
"istrum, LLM),",1,0.8775111713959661,0.0,0.8775111713959661,0.32861328125,1.4879673816149153,2,True
William H. Ahmanson,1,0.8772729532249169,0.0,0.8772729532249169,0.42578125,1.3326477150935423,3,True
Corine Land Cover,1,0.8772155746076515,0.0,0.8772155746076515,0.2724609375,1.5693817099566287,3,True
4. Her follow-,1,0.8771743561076843,0.0,0.8771743561076843,0.59130859375,1.1928748551129609,3,True
xton (ichthy,1,0.877121731740937,0.0,0.877121731740937,0.333984375,1.3933048176335927,2,False
art directors Robert Hubert,1,0.8769182433532211,0.0,0.8769182433532211,0.28515625,1.5887799833830527,4,True
Asamblea,1,0.8769079721015514,0.0,0.8769079721015514,0.4140625,1.4519134849413784,1,True
8–170,1,0.8768407065682077,0.0,0.8768407065682077,0.24609375,1.490472127748644,1,True
Anguilla,3,0.8763715619875624,0.0470597679844623,0.9354443080161106,0.4088541666666667,1.4355985013230723,1,True
was in the German Top,1,0.8761734432362495,0.0,0.8761734432362495,0.455078125,1.3774453268406237,5,True
ociated. A PCT,1,0.8758960167286141,0.0,0.8758960167286141,0.318359375,1.4894226590090351,3,True
"Wisconsin
Italianate",1,0.8757961893825912,0.0,0.8757961893825912,0.32470703125,1.5199348093939775,2,True
Guatemala,1,0.8756769775103915,0.0,0.8756769775103915,0.384765625,1.4049517211197289,1,True
otheray (19,1,0.8756764358650249,0.0,0.8756764358650249,0.4091796875,1.393475757631312,2,True
and other good news),1,0.8754539139916423,0.0,0.8754539139916423,0.3935546875,1.4241084177916057,4,False
Cass-Clay Cooperative,1,0.8754277662758319,0.0,0.8754277662758319,0.24169921875,1.5738233219395794,2,True
considered minors,1,0.8753945853876706,0.0,0.8753945853876706,0.20361328125,1.6712745494066763,2,False
Palace is located there.,1,0.8751990143118928,0.0,0.8751990143118928,0.563232421875,1.205636695935982,4,True
013. WebPrint,1,0.8748996071479145,0.0,0.8748996071479145,0.35888671875,1.448479486619786,2,True
Renée,1,0.8748865796670098,0.0,0.8748865796670098,0.28369140625,1.5146090272925243,1,True
ips and juices.,1,0.8743690388932766,0.0,0.8743690388932766,0.569091796875,1.2203464253581913,3,False
linn–Engdahl,1,0.8741537916805274,0.0,0.8741537916805274,0.49462890625,1.2677819401388184,1,True
Junction list,1,0.874039811755585,0.0,0.874039811755585,0.23095703125,1.6016034356389623,2,True
Brasseur,1,0.8739086047673534,0.0,0.8739086047673534,0.33056640625,1.4948301056683837,1,True
1962 births,1,0.8737131312158638,0.0,0.8737131312158638,0.279296875,1.4813409335084096,2,True
Juarez,1,0.8736514480120627,0.0,0.8736514480120627,0.31298828125,1.5411842840926566,1,True
punctation.,1,0.8735874112412089,0.0,0.8735874112412089,0.27294921875,1.613411887478022,1,True
Median facial tubercle,1,0.8734465035970211,0.0,0.8734465035970211,0.35888671875,1.5097881339925527,3,True
the judgment creditor.,1,0.8733931446852574,0.0,0.8733931446852574,0.46923828125,1.2645680667912684,3,False
Theodor Mommsen,1,0.8730451084830066,0.0,0.8730451084830066,0.45947265625,1.3290361110512663,2,False
AIM-4 Falcon,1,0.8729777477149003,0.0,0.8729777477149003,0.37060546875,1.5238750333497508,2,True
album follows the previous year',1,0.8728729494482781,0.0,0.8728729494482781,0.512451171875,1.2687302251831951,5,True
Populated places in Babek,1,0.8728451826557972,0.0,0.8728451826557972,0.28125,1.5216515308582428,4,True
2 and Women's,1,0.8714688697238246,0.0,0.8714688697238246,0.32666015625,1.5303567446220614,3,True
strigulated,1,0.8713903836074357,0.0,0.8713903836074357,0.3447265625,1.633065802768589,1,True
title tracks. The paradise,1,0.871380885227792,0.0,0.871380885227792,0.29150390625,1.52684088494448,4,True
F. Ahmanson,1,0.8709160155469304,0.0,0.8709160155469304,0.29833984375,1.527631835742326,2,True
2005 and,1,0.8708418990050669,0.0,0.8708418990050669,0.37548828125,1.3613088490751672,2,True
Top 10 of,1,0.8707185234414376,0.0,0.8707185234414376,0.26904296875,1.6556781445410935,3,True
Jenson,2,0.8704551009767394,0.2486429365275047,1.119098037504244,0.36376953125,1.4551294516605984,1,True
Jordal district of Oslo,1,0.8704029892044554,0.0,0.8704029892044554,0.23779296875,1.6054508323861385,4,True
Stuttgart,1,0.8701590527814262,0.0,0.8701590527814262,0.35888671875,1.4980294678910655,1,True
IRIVER.,1,0.8698449108143869,0.0,0.8698449108143869,0.36279296875,1.4399931364109668,1,True
serviceman,1,0.86977097861087,0.0,0.86977097861087,0.3818359375,1.460438188714675,1,False
he then published in book form,1,0.8693386559476513,0.0,0.8693386559476513,0.21142578125,1.6785956633066277,6,True
2022,1,0.8692363007038892,0.0,0.8692363007038892,0.2646484375,1.435999687306598,1,True
Geelong,1,0.8689573743967657,0.0,0.8689573743967657,0.3828125,1.429717654741914,1,True
concurrent with its termination,1,0.8688799202085028,0.0,0.8688799202085028,0.2158203125,1.560810640365007,4,False
would win the Belarus,1,0.8688432016526426,0.0,0.8688432016526426,0.2236328125,1.569019625225356,4,True
Companies based in,1,0.8687269239544704,0.0,0.8687269239544704,0.49853515625,1.3312411380111755,3,False
3rd season,1,0.8685518177719974,0.0,0.8685518177719974,0.26416015625,1.5436939975549933,2,True
locomotive,1,0.8685314995097047,0.0,0.8685314995097047,0.26025390625,1.6329986706492616,1,True
evergreen,1,0.8681735086093045,0.0,0.8681735086093045,0.2021484375,1.6764152168357611,1,False
"field

Women'",1,0.8678984415773405,0.0,0.8678984415773405,0.582275390625,1.1390454203496014,2,True
Women's,1,0.8678623201546822,0.0,0.8678623201546822,0.27099609375,1.5456323628867057,1,False
union of Gx(φ,1,0.867673268870468,0.0,0.867673268870468,0.29248046875,1.56176129717617,3,True
on the US Dance chart,1,0.8676499618621565,0.0,0.8676499618621565,0.53466796875,1.318416896842891,5,True
Tokyo Shibaura,1,0.8676188050519552,0.0,0.8676188050519552,0.20654296875,1.5257975009111375,2,True
for-ransom,1,0.8676049531440488,0.0,0.8676049531440488,0.505859375,1.400701835985122,1,True
"Rafut (),",1,0.8675640456519489,0.0,0.8675640456519489,0.4384765625,1.318629352411122,2,True
Shanghai Advanced Research Institute,2,0.8675316633142733,0.0346647858855613,0.9021964491998348,0.31982421875,1.5145933184419331,4,True
Arjun Rampal,1,0.8674802628506981,0.0,0.8674802628506981,0.458984375,1.346557102439245,2,True
New South Wales,2,0.8673950817127538,0.0122921781146881,0.8796872598274419,0.264892578125,1.552581942563134,3,True
in the Mediterranean region.,1,0.867323983252672,0.0,0.867323983252672,0.4423828125,1.3034417940691798,4,True
igel Hitchin,1,0.8670539637350715,0.0,0.8670539637350715,0.47802734375,1.2825641085564286,2,True
Bizzare,1,0.8668378978264284,0.0,0.8668378978264284,0.34814453125,1.4861865414410709,1,True
79 at the Baldwin,1,0.866705585427194,0.0,0.866705585427194,0.29296875,1.487442674505485,4,True
"Islands

See also",1,0.8665475088567722,0.0,0.8665475088567722,0.25048828125,1.4950430885481805,3,True
"target. For example,",1,0.86650230841791,0.0,0.86650230841791,0.22802734375,1.6694295991697747,3,True
opening to  broad;,1,0.8664413617670805,0.0,0.8664413617670805,0.24755859375,1.6709862169177014,3,False
is located just northwest of,1,0.8664389220848914,0.0,0.8664389220848914,0.2724609375,1.5639244536497283,5,True
ef Lambeaux,1,0.8662911354161081,0.0,0.8662911354161081,0.40966796875,1.3709890690090203,2,True
Anglican Diocese,1,0.8661148050965994,0.0,0.8661148050965994,0.39697265625,1.4201698252414985,2,True
Cup in 1,1,0.8661145060379225,0.0,0.8661145060379225,0.427734375,1.306399546344806,3,True
"ław, Poland built in",1,0.8659838210006789,0.0,0.8659838210006789,0.419921875,1.4125181462516971,4,True
astronomo,1,0.8654099724533048,0.0,0.8654099724533048,0.35791015625,1.3692134076957618,1,False
Swimmers,1,0.8652957483045041,0.0,0.8652957483045041,0.4482421875,1.39614952701126,1,False
Girton Grammar,4,0.8647332687120939,0.0591733517548314,0.9573992625026496,0.2672119140625,1.5766280936552348,2,True
architectural motifs,1,0.8646526750217705,0.0,0.8646526750217705,0.2900390625,1.607310398491926,2,True
unanimously,1,0.8646264407633117,0.0,0.8646264407633117,0.30517578125,1.5930846565957792,1,True
Blackhawks,3,0.8643883196952334,0.0134266775104865,0.8748462472874509,0.42822265625,1.4087735336130836,1,True
this article could be sentenced,1,0.8640446672585829,0.0,0.8640446672585829,0.16943359375,1.645951511896457,5,True
SEE) also publishes,1,0.8640065575909495,0.0,0.8640065575909495,0.359375,1.490460729914873,3,False
Gaelic Athletic Association,1,0.8639166639342878,0.0,0.8639166639342878,0.49658203125,1.3210465426482196,3,True
is saved by their nanny,1,0.8637797512761503,0.0,0.8637797512761503,0.26318359375,1.5910900031903754,5,False
professorial appointments,1,0.8637484641004776,0.0,0.8637484641004776,0.29541015625,1.5842979180636936,2,True
Tunneling,1,0.8635163529184811,0.0,0.8635163529184811,0.345703125,1.4778826791712028,1,True
"Phillips as the ""transition between",1,0.8629956538807773,0.0,0.8629956538807773,0.30859375,1.494769408139443,5,True
"January 27,",1,0.8627707274803511,0.0,0.8627707274803511,0.30908203125,1.4472710569821274,2,True
standard in measuring strabismus,1,0.8626230605577138,0.0,0.8626230605577138,0.2626953125,1.566225620144284,4,True
girding,1,0.8625813302586546,0.0,0.8625813302586546,0.27880859375,1.5266925834591365,1,False
Avril,1,0.8623416768625893,0.0,0.8623416768625893,0.259765625,1.5074166921564731,1,True
"orestan Province, Iran.",1,0.8622004226514471,0.0,0.8622004226514471,0.34912109375,1.4313799628786177,3,True
spectator arena is part of,1,0.8621142663455239,0.0,0.8621142663455239,0.27978515625,1.4402588103950598,5,True
"out-war"" policy of",1,0.8618861622624572,0.0,0.8618861622624572,0.416015625,1.405691968156143,3,True
Sylvano Bussotti,1,0.8615969860947168,0.0,0.8615969860947168,0.4638671875,1.296448519924292,2,True
John B. Galipault,1,0.8615483149560955,0.0,0.8615483149560955,0.43505859375,1.3504039905152387,3,True
""". A Christmas special aired",1,0.8613600559904034,0.0,0.8613600559904034,0.2626953125,1.5905339290385083,5,True
-Ireland decider,1,0.8613314104870308,0.0,0.8613314104870308,0.40625,1.387581455905077,2,True
Macquarie Generation,1,0.8612544684407871,0.0,0.8612544684407871,0.3291015625,1.5051869523519676,2,True
"1,336.",1,0.8609613277227369,0.0,0.8609613277227369,0.37255859375,1.512266600556842,1,True
"""is edging",1,0.8609174562109767,0.0,0.8609174562109767,0.4287109375,1.3891100467774418,2,False
The site remained unsold,1,0.8607563190797509,0.0,0.8607563190797509,0.25244140625,1.5716906023868773,4,True
as a goalkeeper for,1,0.8605540531062602,0.0,0.8605540531062602,0.38427734375,1.4696224374531506,4,True
945 Nova Scotia,1,0.8605035017922533,0.0,0.8605035017922533,0.212890625,1.5892470357306332,3,True
series K-9.,1,0.8603902680656773,0.0,0.8603902680656773,0.3583984375,1.373937095945443,2,True
Kilkenny,5,0.8600214388663547,0.0917984796794507,1.0419001454817725,0.35556640625,1.4254564291971366,1,True
language soap opera. It stars,1,0.859897832825193,0.0,0.859897832825193,0.31787109375,1.4731088398754824,5,True
the edges of clearings.,1,0.8598720659474577,0.0,0.8598720659474577,0.45166015625,1.3564672742436443,4,True
ccio Ceravolo,1,0.859783531778872,0.0,0.859783531778872,0.633544921875,1.11521810679093,2,True
Capital Region of Denmark.,1,0.8593063726264012,0.0,0.8593063726264012,0.56298828125,1.071819398362878,4,True
unincorporated,1,0.8589903918480135,0.0,0.8589903918480135,0.5947265625,1.1954496124325336,1,True
rd segment of antenna,1,0.8587855747105508,0.0,0.8587855747105508,0.18310546875,1.7233799524013769,4,True
"on Aneri, and",1,0.85875503010643,0.0,0.85875503010643,0.30615234375,1.529700075266075,3,False
Association club based in Castlet,1,0.8587377861561283,0.0,0.8587377861561283,0.5439453125,1.1691222974215705,5,True
zo. It is loos,1,0.8585675594923196,0.0,0.8585675594923196,0.500244140625,1.2650102073245488,4,False
grandson,1,0.8584682708427556,0.0,0.8584682708427556,0.22998046875,1.6169958724193887,1,True
Baranovichi and,1,0.8581474846918342,0.0,0.8581474846918342,0.38330078125,1.4885083601670852,2,True
developed in the basement of,1,0.8581379907451487,0.0,0.8581379907451487,0.1865234375,1.6802570862378718,5,True
"Madera County, California.",1,0.8581214830782697,0.0,0.8581214830782697,0.32373046875,1.3892612272269242,3,True
Sabaki River. Sabaki,1,0.8578236468807583,0.0,0.8578236468807583,0.29833984375,1.4815952500143954,3,True
in the US National Herbar,1,0.8577493700253846,0.0,0.8577493700253846,0.513916015625,1.3128304563134616,5,True
<s> An emoluments,1,0.8576618089380046,0.0,0.8576618089380046,0.462890625,1.2459611629700114,3,False
Nowy Staw,1,0.8566946855118197,0.0,0.8566946855118197,0.30712890625,1.527356830967049,2,True
"Harrison).

Epis",1,0.8565710121361839,0.0,0.8565710121361839,0.611083984375,1.1265349522154595,2,False
Bishops,1,0.856403304023183,0.0,0.856403304023183,0.3447265625,1.5381029866204572,1,False
oluments attachment debtor,1,0.8563414811984443,0.0,0.8563414811984443,0.232421875,1.5139005779961106,3,False
Ramenki,1,0.8563299492200285,0.0,0.8563299492200285,0.31884765625,1.505937177737571,1,True
"th, but it lacked",1,0.8562758398873087,0.0,0.8562758398873087,0.19482421875,1.661929834093272,4,True
<s> Exo Planet,1,0.8560234362450672,0.0,0.8560234362450672,0.5224609375,1.125539852819699,3,True
Omaha,1,0.8559183719959651,0.0,0.8559183719959651,0.34033203125,1.5348154612399127,1,True
campaign following the,1,0.8556255014797371,0.0,0.8556255014797371,0.3251953125,1.4277600427618429,3,True
ail occurs in the Caribbean Sea,1,0.8550811276913795,0.0,0.8550811276913795,0.1787109375,1.6804274286034484,6,True
"Germany

References",1,0.855018691966544,0.0,0.855018691966544,0.1865234375,1.53928012835386,2,True
List of monuments,1,0.8549801057383469,0.0,0.8549801057383469,0.42919921875,1.3074942096583675,3,True
2016,1,0.8549293241201263,0.0,0.8549293241201263,0.3564453125,1.4121035837378155,1,True
in northern Poland.,1,0.8548425440818377,0.0,0.8548425440818377,0.28271484375,1.553976477392094,3,True
generators,1,0.8545844097806947,0.0,0.8545844097806947,0.240234375,1.6226670791392368,1,True
"er, and they finished",1,0.8545778991870443,0.0,0.8545778991870443,0.5380859375,1.2690131073426107,4,True
consists mainly of spruce,1,0.8544859826589842,0.0,0.8544859826589842,0.25244140625,1.5348965972724606,4,True
"946), Fall River",1,0.8543220256150862,0.0,0.8543220256150862,0.3828125,1.3363665874752153,3,True
Petrobangla,1,0.8543220167278474,0.0,0.8543220167278474,0.4072265625,1.4105853152571182,1,True
Whatley (surname,1,0.8542716053616889,0.0,0.8542716053616889,0.48291015625,1.219480282935472,2,True
River Falls,1,0.8540572340591144,0.0,0.8540572340591144,0.14501953125,1.713268085147786,2,True
equipped with a differential p-,1,0.8540153180104887,0.0,0.8540153180104887,0.48388671875,1.2224406387762214,5,True
6 bed student dormitory,1,0.8539537627086558,0.0,0.8539537627086558,0.1875,1.592770148959139,4,False
"American Games
4 ×",1,0.853896905829954,0.0,0.853896905829954,0.35986328125,1.3341441200436353,4,True
garnishe,1,0.8538625349322355,0.0,0.8538625349322355,0.359375,1.4543584857680885,1,False
Foppone,1,0.8537008416465321,0.0,0.8537008416465321,0.42578125,1.4319815963038305,1,True
pattern-book knitting,1,0.8535359267418656,0.0,0.8535359267418656,0.32080078125,1.529591769979664,2,False
"ili, Sabaki languages include",1,0.8534092493084262,0.0,0.8534092493084262,0.32666015625,1.4783717560835656,4,True
". For example,",1,0.8533840682787193,0.0,0.8533840682787193,0.13525390625,1.6670295066342982,3,True
Gorica in the Gorizia,1,0.8533775159321714,0.0,0.8533775159321714,0.3115234375,1.4853725007679282,4,True
", joining",1,0.8532075268425092,0.0,0.8532075268425092,0.18115234375,1.5812610046062727,2,False
Club Song Play chart.,1,0.8531597365081213,0.0,0.8531597365081213,0.54443359375,1.1003141972273345,4,True
"szowice, and",1,0.8529423643711816,0.0,0.8529423643711816,0.3564453125,1.401765090615454,2,False
i in 191,1,0.8528202855763767,0.0,0.8528202855763767,0.43310546875,1.3813182920659417,3,True
Furness,1,0.8523265597679858,0.0,0.8523265597679858,0.34619140625,1.473711907232464,1,True
"ia, for the",1,0.8521857163712199,0.0,0.8521857163712199,0.390625,1.3909623378030496,3,True
probation or up to,1,0.8521437418882033,0.0,0.8521437418882033,0.23779296875,1.5639531047205082,4,False
0–170,1,0.8521227137498726,0.0,0.8521227137498726,0.24267578125,1.4442105929684317,1,True
"Wilczyn, within",1,0.8515543573380447,0.0,0.8515543573380447,0.3828125,1.3825480027201116,2,False
Examiner,1,0.8515542815172845,0.0,0.8515542815172845,0.337890625,1.5107216412932114,1,True
person interviews on August,1,0.8514897893449884,0.0,0.8514897893449884,0.756591796875,0.9499525007062208,4,True
"Secunda Hyadum ,",1,0.851448204068859,0.0,0.851448204068859,0.416015625,1.3479808617346474,3,True
requisitioned,2,0.8509714344109065,0.0346735411993201,0.8856449756102266,0.344970703125,1.468309933683516,1,True
Organisation,1,0.8508531890504832,0.0,0.8508531890504832,0.27978515625,1.473812660126208,1,False
a Ishockey.,1,0.8504637647310161,0.0,0.8504637647310161,0.39404296875,1.2657162965931652,2,False
"48), and Rockford",1,0.8501459679236749,0.0,0.8501459679236749,0.39794921875,1.308226247934187,3,True
2012 Moloney,1,0.8496492435480766,0.0,0.8496492435480766,0.375,1.3776631479326915,2,True
1955,1,0.8496236336876068,0.0,0.8496236336876068,0.34716796875,1.419225099844017,1,True
2000 census,1,0.8495906846494177,0.0,0.8495906846494177,0.30712890625,1.4233541530297942,2,True
Dr. Kate Travis (,1,0.849343521789867,0.0,0.849343521789867,0.568359375,1.1961127107246676,4,True
–E regions may differ from,1,0.8492037201669105,0.0,0.8492037201669105,0.32763671875,1.434654808229776,5,True
honours,1,0.8491332612170721,0.0,0.8491332612170721,0.185546875,1.69924916866768,1,False
Eriodicty,1,0.8490678814367966,0.0,0.8490678814367966,0.41162109375,1.3637585707794913,1,True
debt restructuring,1,0.8490119690274197,0.0,0.8490119690274197,0.33251953125,1.504976211631049,2,False
preferred as it has letters,1,0.8487273120806639,0.0,0.8487273120806639,0.23291015625,1.5278241395766596,5,True
"o, Philippines. The",1,0.8485211750152856,0.0,0.8485211750152856,0.40673828125,1.327845906288214,3,True
distortion pedal,1,0.8484429532348706,0.0,0.8484429532348706,0.263671875,1.5860732033996765,2,False
leopard cats to,1,0.8482816482500128,0.0,0.8482816482500128,0.47802734375,1.262122577656282,3,True
provinces of Ireland.,1,0.8481285594844779,0.0,0.8481285594844779,0.38671875,1.3084927854299446,3,True
search for the raiders,1,0.8480482855465135,0.0,0.8480482855465135,0.16357421875,1.6141392685537834,4,True
The Food of the Gods,1,0.8479239803411883,0.0,0.8479239803411883,0.353515625,1.4681986227279709,5,True
Pluripotential,1,0.8478064583662595,0.0,0.8478064583662595,0.46826171875,1.2040498373218989,1,True
Scarpa: Oscar,1,0.8477451910499761,0.0,0.8477451910499761,0.530029296875,1.1989528213749403,2,True
. She was sunk,1,0.847682399565853,0.0,0.847682399565853,0.3427734375,1.4673505301646326,4,True
Ślak,1,0.8475094377253637,0.0,0.8475094377253637,0.35498046875,1.3923331646259094,1,True
950 births,1,0.8472912125970409,0.0,0.8472912125970409,0.2685546875,1.443972660398852,2,True
founded on the second floor of,1,0.8471544853251857,0.0,0.8471544853251857,0.1845703125,1.628872541437964,6,True
leading builders in Bohem,1,0.8470444853439161,0.0,0.8470444853439161,0.45361328125,1.29034070554729,4,True
Adelina Bisogno,1,0.8469246143371788,0.0,0.8469246143371788,0.525146484375,1.2501240358429468,2,False
"9, former Managing Director",1,0.8469212052242714,0.0,0.8469212052242714,0.23583984375,1.563347934935678,4,True
Eidos Interactive,1,0.8467872562524084,0.0,0.8467872562524084,0.3115234375,1.4861087656310208,2,True
cupola,1,0.8464209175309854,0.0,0.8464209175309854,0.1240234375,1.6986938953899635,1,True
"Law, and awards the degrees",1,0.8463498190299914,0.0,0.8463498190299914,0.23876953125,1.5603325553874785,5,True
arita Prakritik,1,0.8463266129076445,0.0,0.8463266129076445,0.29638671875,1.5451378213316114,2,True
would finish his career playing for,1,0.8460690139610518,0.0,0.8460690139610518,0.30810546875,1.4520865974026294,6,True
a Japanese composer.,1,0.8459208547107497,0.0,0.8459208547107497,0.373046875,1.3339183477143746,3,True
Miralles,1,0.845861057561549,0.0,0.845861057561549,0.337890625,1.4524211985913724,1,True
allocation and the host nation,1,0.8457741306339099,0.0,0.8457741306339099,0.1845703125,1.5632878656472746,5,False
nealleyi,1,0.8456822537560043,0.0,0.8456822537560043,0.38037109375,1.3821499703275106,1,True
sheriff,1,0.845542562721544,0.0,0.845542562721544,0.34130859375,1.51266011774136,1,True
Australian cricketers,1,0.8454232378735718,0.0,0.8454232378735718,0.3525390625,1.4787924696839294,2,True
after she was commissioned.,1,0.8454085809755625,0.0,0.8454085809755625,0.539794921875,1.1248434739232809,4,True
grandsons,1,0.8453468905216457,0.0,0.8453468905216457,0.39306640625,1.379846718491614,1,True
",053 families.",1,0.8453124538962274,0.0,0.8453124538962274,0.357421875,1.3333128730218184,2,True
and George Minne.,1,0.8452612247127105,0.0,0.8452612247127105,0.43701171875,1.244744858656776,3,True
White's first release for,1,0.8451581117328689,0.0,0.8451581117328689,0.47705078125,1.2488816074571722,4,True
"About 
In July",1,0.8451319422404835,0.0,0.8451319422404835,0.2998046875,1.4231936251324588,3,True
miles to the south.,1,0.8450391495592123,0.0,0.8450391495592123,0.51708984375,1.1999391824917809,4,True
one of the constituent colleges,1,0.844940929380668,0.0,0.844940929380668,0.3125,1.47429080001417,5,True
was founded in late 1,1,0.844880374903131,0.0,0.844880374903131,0.582275390625,1.1363098239765774,5,True
and forget,1,0.8446649449429748,0.0,0.8446649449429748,0.166015625,1.644621346732437,2,True
"6), prominent German architect",2,0.8446504670089382,0.1879077346066541,1.0325582016155923,0.356201171875,1.4029774858817203,4,True
AVSIG,1,0.8445092115511763,0.0,0.8445092115511763,0.220703125,1.5779478335654409,1,True
okashira Park Zoo,1,0.8443682875064172,0.0,0.8443682875064172,0.345703125,1.325093082047293,3,True
se van der Baren,1,0.8441006671052308,0.0,0.8441006671052308,0.47314453125,1.2566139724505767,4,True
ilshchik Ivanovo,1,0.844049543333504,0.0,0.844049543333504,0.490234375,1.2064983700525098,2,True
for Large Fish or Crocod,1,0.8440337732732555,0.0,0.8440337732732555,0.655029296875,1.0979994722456388,5,True
Loyola,1,0.8439786330303317,0.0,0.8439786330303317,0.36279296875,1.4794534185133292,1,True
ranges from airmanship,1,0.8438657975219599,0.0,0.8438657975219599,0.20458984375,1.5455775797423994,3,True
Kimara also worked with,1,0.843562241962378,0.0,0.843562241962378,0.3818359375,1.351398280687195,4,True
minor ice hockey team.,1,0.8432637298018286,0.0,0.8432637298018286,0.42529296875,1.353764793254571,4,False
of York,1,0.8431713816564598,0.0,0.8431713816564598,0.15966796875,1.5721008174223994,2,True
She was the creator of,1,0.8429920903413775,0.0,0.8429920903413775,0.24609375,1.5573093274159435,5,True
the 50 mandals,1,0.8427031168513726,0.0,0.8427031168513726,0.306640625,1.5293652140034313,3,True
petits adultes,1,0.8425729634218939,0.0,0.8425729634218939,0.25244140625,1.4885124866797348,2,False
admission to support its mission.,1,0.8424889142364711,0.0,0.8424889142364711,0.43505859375,1.2930508988724276,5,True
8! records,1,0.8424575115048581,0.0,0.8424575115048581,0.27587890625,1.494815653762145,2,True
Richard Becker,1,0.8422989466490278,0.0,0.8422989466490278,0.3310546875,1.3536111361538194,2,True
"943 (""memoir",1,0.8417070430530413,0.0,0.8417070430530413,0.3798828125,1.4185986623201032,2,True
museums in the U.,1,0.8416819745948283,0.0,0.8416819745948283,0.517578125,1.1431758837526955,4,True
an Irish sportsperson.,1,0.8414991696527272,0.0,0.8414991696527272,0.47802734375,1.2198367913193178,3,True
it was acquired by,1,0.8414537913870396,0.0,0.8414537913870396,0.39404296875,1.3708463925300989,4,False
wrangling,1,0.8413954510009612,0.0,0.8413954510009612,0.37890625,1.405734721252403,1,True
cones are slender,1,0.841331451192971,0.0,0.841331451192971,0.20849609375,1.6285971826699277,3,True
a call from his mentor,1,0.8412531087937672,0.0,0.8412531087937672,0.19482421875,1.6082597251094182,5,True
Bruins,1,0.8410525899810133,0.0,0.8410525899810133,0.18994140625,1.5752877249525332,1,True
"Jesubites"".",1,0.8409795097859945,0.0,0.8409795097859945,0.546630859375,1.162080122121236,1,True
"trains), and was awarded the",1,0.8405668490412905,0.0,0.8405668490412905,0.43212890625,1.208137093306351,5,True
als. At the 2,1,0.8405571522353402,0.0,0.8405571522353402,0.52490234375,1.2061292087133504,4,True
"School, and Queens'",1,0.8404869938860255,0.0,0.8404869938860255,0.23974609375,1.5410368206525638,3,False
Natural Gas division of,1,0.8404326186411377,0.0,0.8404326186411377,0.255859375,1.4722973669153443,4,True
inner city of Leuven,1,0.8401565457749827,0.0,0.8401565457749827,0.26904296875,1.5101814034999563,4,True
medals,1,0.839874648586705,0.0,0.839874648586705,0.203125,1.6198282230292622,1,False
in which Charles X of France,1,0.8397418917494414,0.0,0.8397418917494414,0.36181640625,1.3250017020298532,6,True
Greek revival architecture.,1,0.8395272441244681,0.0,0.8395272441244681,0.586181640625,1.0579550732017953,3,True
190 students carrying out,1,0.8393921011710889,0.0,0.8393921011710889,0.193359375,1.5612488076152218,4,True
sh. The Buli,1,0.8391955327626969,0.0,0.8391955327626969,0.41357421875,1.310879456906742,3,False
In the 2,1,0.8391759758777992,0.0,0.8391759758777992,0.47900390625,1.2104277326632478,3,True
1981).,1,0.8391427543708097,0.0,0.8391427543708097,0.3876953125,1.309038526552024,1,True
